index,Unnamed: 0,nombre_col,num_code,prom_valor_unitario_suelo,latitud,longitud,alcaldia,estado,no_airbnb,no_starbucks,airbnb_mean_price
884,205,TEPETATAL,7300,635.32,19.56249798,-99.13797876,Gustavo A. Madero,CDMX,2,0,202.0
885,206,TEPEYAC INSURGENTES,7820,3223.64825,19.48373178,-99.1218466,Gustavo A. Madero,CDMX,28,0,509.9642857142857
886,207,TLACAELEL,7750,637.2465934,19.55950237,-99.1446491,Gustavo A. Madero,CDMX,2,0,202.0
887,208,TLACAMACA,7870,2885.083717,19.47468352,-99.13676789,Gustavo A. Madero,CDMX,23,0,851.304347826087
888,209,TLALPEXCO,7188,676.5039212,19.54660282,-99.12591314,Gustavo A. Madero,CDMX,0,0,
889,210,TORRES DE QUIROGA (U HAB),7450,2425.71,19.49092079,-99.09599295,Gustavo A. Madero,CDMX,6,0,581.8333333333334
890,211,TORRES DE SAN JUAN (U HAB),7469,2425.71,19.47874397,-99.09293846,Gustavo A. Madero,CDMX,3,0,456.6666666666667
891,212,TORRES DE SAN JUAN 1B (U HAB),7495,2425.71,19.48058493,-99.09265531,Gustavo A. Madero,CDMX,2,0,575.0
892,213,TORRES LINDAVISTA (FRACC),7750,3944.719855,19.510373,-99.1435466,Gustavo A. Madero,CDMX,5,1,1892.6
893,214,TRES ESTRELLAS,7820,1981.83,19.47221424,-99.11116109,Gustavo A. Madero,CDMX,21,0,739.2857142857143
894,215,TRIUNFO DE LA REPUBLICA,7070,1822.642051,19.49171791,-99.10943857,Gustavo A. Madero,CDMX,3,0,298.6666666666667
895,216,VALLE DE MADERO,7910,923.4826855,19.5504428,-99.13889921,Gustavo A. Madero,CDMX,1,0,223.0
896,217,VALLE DEL TEPEYAC,7790,3080.465294,19.48815202,-99.14162753,Gustavo A. Madero,CDMX,33,0,604.9090909090909
897,218,VALLEJO I,7880,3956.592761,19.46772618,-99.13441583,Gustavo A. Madero,CDMX,31,0,966.9032258064516
898,219,VALLEJO II,7890,4042.112642,19.46550336,-99.12863106,Gustavo A. Madero,CDMX,30,0,673.6
899,220,VALLEJO PONIENTE,7870,2611.56,19.4677311,-99.1423092,Gustavo A. Madero,CDMX,41,0,598.0
900,221,VASCO DE QUIROGA,7440,2009.44874,19.4943962,-99.09424193,Gustavo A. Madero,CDMX,1,0,690.0
901,222,VERONICA CASTRO,7144,557.55,19.57317046,-99.12919566,Gustavo A. Madero,CDMX,0,0,
902,223,VILLA DE ARAGON,7570,2405.635067,19.46391633,-99.05750688,Gustavo A. Madero,CDMX,12,0,402.4166666666667
903,224,VILLA DE ARAGON (FRACC),7970,2380.752377,19.46848952,-99.06063316,Gustavo A. Madero,CDMX,8,0,339.0
904,225,VILLA GUSTAVO A MADERO,7660,2265.687834,19.48332371,-99.11227153,Gustavo A. Madero,CDMX,18,0,725.6111111111111
905,226,VILLA HERMOSA,7410,1604.13,19.50210296,-99.09220248,Gustavo A. Madero,CDMX,4,0,487.5
906,227,VISTA HERMOSA,7410,672.9,19.54777697,-99.12243322,Gustavo A. Madero,CDMX,0,0,
907,228,ZONA ESCOLAR I,7300,938.48,19.53886306,-99.14993835,Gustavo A. Madero,CDMX,1,0,250.0
908,229,ZONA ESCOLAR II,7270,938.48,19.54159661,-99.14743419,Gustavo A. Madero,CDMX,1,0,250.0
909,230,ZONA ESCOLAR ORIENTE,7339,938.48,19.53980112,-99.14313331,Gustavo A. Madero,CDMX,1,0,250.0
910,0,PANTITLAN I,8100,4463.0,19.41663869,-99.06700054,Iztacalco,CDMX,24,0,1240.1666666666667
911,1,PANTITLAN V,8100,6925.0,19.40632585,-99.06049633,Iztacalco,CDMX,26,0,569.1923076923077
912,2,FRACCIONAMIENTO COYUYA,8320,627.0,19.40045813,-99.11496305,Iztacalco,CDMX,33,0,871.3939393939394
913,3,EX EJIDOS DE LA MAGDALENA MIXIHUCA,8400,298.0,19.3932943,-99.08856992,Iztacalco,CDMX,18,0,528.7777777777778
914,4,AGRICOLA ORIENTAL I,8500,4809.0,19.40234107,-99.07669727,Iztacalco,CDMX,32,0,639.125
915,5,AGRICOLA ORIENTAL II,8500,2791.0,19.39468824,-99.07862517,Iztacalco,CDMX,10,0,710.2
916,6,AGRICOLA ORIENTAL III,8500,2487.0,19.39047869,-99.07563191,Iztacalco,CDMX,9,0,802.3333333333334
917,7,AGRICOLA ORIENTAL VIII,8500,2389.0,19.38781011,-99.06231984,Iztacalco,CDMX,6,0,766.3333333333334
918,8,CUCHILLA AGRICOLA ORIENTAL,8500,365.0,19.40423319,-99.08099744,Iztacalco,CDMX,26,0,692.7307692307693
919,9,AGRICOLA ORIENTAL IV,8510,2144.0,19.3998925,-99.06806985,Iztacalco,CDMX,19,0,490.36842105263156
920,10,AGRICOLA ORIENTAL V,8520,2601.0,19.39450845,-99.0690467,Iztacalco,CDMX,13,0,757.2307692307693
921,11,AGRICOLA ORIENTAL VI,8560,3475.0,19.39560413,-99.06197953,Iztacalco,CDMX,13,0,553.0
922,12,AGRICOLA ORIENTAL VII,8580,2179.0,19.38824367,-99.06817215,Iztacalco,CDMX,5,0,1108.8
923,13,SAN FCO XICALTONGO,8619,455.0,19.39617725,-99.12502099,Iztacalco,CDMX,17,0,608.0588235294117
924,14,NUEVA STA ANITA,8630,621.0,19.39896853,-99.12684743,Iztacalco,CDMX,39,0,713.4615384615385
925,15,CUCHILLA RAMOS MILLAN,8730,1003.0,19.38743957,-99.09212465,Iztacalco,CDMX,12,0,422.5833333333333
926,16,JUVENTINO ROSAS II,8730,1222.0,19.39096716,-99.10604404,Iztacalco,CDMX,22,0,479.45454545454544
927,17,TLACOTAL RAMOS MILLAN,8730,1439.0,19.39551691,-99.10665128,Iztacalco,CDMX,26,0,546.0384615384615
928,18,AMPLIACION RAMOS MILLAN,8740,1883.0,19.38710699,-99.09786924,Iztacalco,CDMX,6,0,424.6666666666667
929,19,GABRIEL RAMOS MILLAN,8740,1374.0,19.39306173,-99.10169897,Iztacalco,CDMX,18,0,554.6111111111111
930,20,JUVENTINO ROSAS I,8740,1197.0,19.39256829,-99.11078451,Iztacalco,CDMX,22,0,517.4545454545455
931,21,MOSCO CHINAMPA,8760,209.0,19.38901249,-99.10146129,Iztacalco,CDMX,6,0,419.1666666666667
932,22,PICOS IZTACALCO 2A,8770,424.0,19.38831147,-99.10661618,Iztacalco,CDMX,5,0,369.8
933,23,VIADUCTO PIEDAD,8830,3098.0,19.40108553,-99.13154729,Iztacalco,CDMX,76,0,640.4078947368421
934,24,REFORMA IZTACCIHUATL SUR,8840,1411.0,19.3776493,-99.12860685,Iztacalco,CDMX,32,0,592.40625
935,25,GRANJAS MEXICO II,8900,2829.0,19.39923232,-99.09432222,Iztacalco,CDMX,26,0,643.1538461538462
936,26,INFONAVIT IZTACALCO (U HAB) I,8900,3198.0,19.38550511,-99.10605858,Iztacalco,CDMX,2,0,379.5
937,27,REFORMA IZTACCIHUATL NORTE,8900,2001.0,19.38658583,-99.1298822,Iztacalco,CDMX,47,0,625.2553191489362
938,28,SAN MIGUEL,8900,1158.0,19.39192428,-99.11695229,Iztacalco,CDMX,18,0,637.5
939,29,SAN PEDRO IZTACALCO,8900,1114.0,19.39456946,-99.12910774,Iztacalco,CDMX,36,0,565.2222222222222
940,30,SANTIAGO NORTE,8900,767.0,19.39254948,-99.12427591,Iztacalco,CDMX,10,0,611.0
941,31,SANTIAGO SUR,8900,2153.0,19.38717751,-99.12512846,Iztacalco,CDMX,19,0,666.578947368421
942,32,TLAZINTLA,8900,501.0,19.39652929,-99.11170486,Iztacalco,CDMX,31,0,734.5806451612904
943,33,LA CRUZ,8910,805.0,19.40332529,-99.11607147,Iztacalco,CDMX,28,0,952.1071428571429
944,34,LA ASUNCION,8920,403.0,19.38962095,-99.11860601,Iztacalco,CDMX,9,0,590.6666666666666
945,35,PICOS IZTACALCO 1-A,8920,417.0,19.38936144,-99.11483241,Iztacalco,CDMX,15,0,781.0666666666667
946,36,JARDINES TECMA,8930,250.0,19.38750962,-99.11697913,Iztacalco,CDMX,10,0,831.6
947,37,PICOS IZTACALCO 1B,8930,422.0,19.38886539,-99.11057709,Iztacalco,CDMX,14,0,657.0714285714286
948,38,RAMOS MILLAN BRAMADERO II,8930,1461.0,19.3925059,-99.09261107,Iztacalco,CDMX,20,0,491.0
949,39,SANTA CRUZ,8930,312.0,19.38828331,-99.12022337,Iztacalco,CDMX,11,0,542.8181818181819
950,40,RAMOS MILLAN BRAMADERO I,8000,1411.0,19.39206964,-99.09660962,Iztacalco,CDMX,20,0,463.55
951,41,CARLOS ZAPATA VELA,8040,1481.0,19.38234912,-99.09692812,Iztacalco,CDMX,3,2,518.0
952,42,EL RODEO,8510,951.0,19.39320139,-99.08526322,Iztacalco,CDMX,15,0,586.6666666666666
953,43,ZAPOTLA,8610,1501.0,19.39608029,-99.12097177,Iztacalco,CDMX,20,0,545.45
954,44,LOS REYES,8620,1479.0,19.39671926,-99.11731788,Iztacalco,CDMX,26,0,725.3846153846154
955,45,INFONAVIT IZTACALCO (U HAB) II,8900,2608.0,19.38238009,-99.10637599,Iztacalco,CDMX,2,0,379.5
956,46,MILITAR MARTE,8830,2485.0,19.38091967,-99.12864458,Iztacalco,CDMX,35,0,645.5142857142857
957,47,CAMPAMENTO 2 DE OCTUBRE II,8930,1332.0,19.3849573,-99.11947195,Iztacalco,CDMX,11,0,782.3636363636364
958,48,CAMPAMENTO 2 DE OCTUBRE I,8930,1771.0,19.38478526,-99.11393405,Iztacalco,CDMX,4,0,1028.5
959,49,PANTITLAN II,8100,2874.0,19.41680358,-99.06043665,Iztacalco,CDMX,20,0,1220.95
960,50,SANTA ANITA,8300,2790.0,19.40144995,-99.12087519,Iztacalco,CDMX,35,0,824.4
961,51,PANTITLAN IV,8100,5726.0,19.40833584,-99.06649631,Iztacalco,CDMX,30,0,580.5333333333333
962,52,GRANJAS MEXICO I,8400,3921.0,19.40132045,-99.1081694,Iztacalco,CDMX,35,0,802.5428571428571
963,53,PANTITLAN III,8100,3249.0,19.41045627,-99.07179252,Iztacalco,CDMX,42,0,604.7142857142857
964,54,INPI PICOS,8760,706.0,19.3877706,-99.10307932,Iztacalco,CDMX,6,0,458.1666666666667
965,0,REAL DEL MORAL (FRACC),9030,3297.644003,19.38993716,-99.08217841,Iztapalapa,CDMX,12,0,755.0
966,1,SAN JOSE (BARR),9040,2544.771418,19.36703746,-99.09280693,Iztapalapa,CDMX,0,0,
967,2,SECTOR POPULAR,9060,2240.109342,19.36646679,-99.11753713,Iztapalapa,CDMX,15,1,460.1333333333333
968,3,DR ALFONSO ORTIZ TIRADO,9090,3396.169467,19.38717101,-99.07811019,Iztapalapa,CDMX,5,0,584.8
969,4,HEROES DE CHURUBUSCO,9099,2339.17916,19.36071514,-99.1181309,Iztapalapa,CDMX,8,0,411.375
970,5,JUAN ESCUTIA I,9100,2495.760804,19.39585098,-99.05020867,Iztapalapa,CDMX,21,0,1154.8095238095239
971,6,CONCORDIA ZARAGOZA (U HAB),9140,2974.280443,19.36778953,-99.00777143,Iztapalapa,CDMX,2,0,320.0
972,7,SAN LORENZO XICOTENCATL (PBLO),9140,1254.265714,19.38380529,-99.02707329,Iztapalapa,CDMX,5,0,363.4
973,8,TEXCOCO EL SALADO,9140,1199.91,19.37446712,-99.005225,Iztapalapa,CDMX,1,0,240.0
974,9,VICENTE GUERRERO SUPER MANZANA 1 (U HAB),9200,1702.71,19.36235415,-99.0635495,Iztapalapa,CDMX,9,0,532.8888888888889
975,10,CABEZA DE JUAREZ I (U HAB),9208,1309.46,19.38497502,-99.04409214,Iztapalapa,CDMX,2,0,323.5
976,11,9 1/2 - FRANCISCO VILLA (EJERCITO CONSTITUCIONALISTA) (CONJ HAB),9220,1309.46,19.37741407,-99.04984904,Iztapalapa,CDMX,1,0,250.0
977,12,ALVARO OBREGON,9220,1309.46,19.37772922,-99.04052654,Iztapalapa,CDMX,5,0,684.4
978,13,CHINAMPAC DE JUAREZ I,9220,1309.46,19.37732466,-99.05655634,Iztapalapa,CDMX,2,0,324.5
979,14,"EJTO CONSTITUCIONALISTA, SUPERMANZANA III (U HAB)",9220,1309.46,19.38228943,-99.05305201,Iztapalapa,CDMX,1,0,250.0
980,15,GUELATAO DE JUAREZ II (U HAB),9220,1309.46,19.38405911,-99.0447877,Iztapalapa,CDMX,3,0,382.3333333333333
981,16,CHINAMPAC DE JUAREZ II,9225,1309.46,19.37686664,-99.0506229,Iztapalapa,CDMX,1,0,250.0
982,17,ROTARIOS (U HAB),9226,2585.807714,19.38729356,-99.0407716,Iztapalapa,CDMX,2,0,323.5
983,18,ANTORCHA POPULAR I (U HAB),9227,1309.46,19.38371266,-99.04310581,Iztapalapa,CDMX,3,0,382.3333333333333
984,19,EJTO CONSTITUCIONALISTA II ( U HAB),9227,1309.46,19.38567532,-99.04362879,Iztapalapa,CDMX,2,0,323.5
985,20,TEPALCATES II,9227,2386.28792,19.39236261,-99.05588845,Iztapalapa,CDMX,13,0,489.84615384615387
986,21,CABEZA DE JUAREZ II (U HAB),9230,1309.46,19.38469148,-99.04241537,Iztapalapa,CDMX,3,0,382.3333333333333
987,22,CABEZA DE JUAREZ III (U HAB),9230,1309.46,19.38312784,-99.04165628,Iztapalapa,CDMX,3,0,382.3333333333333
988,23,EJTO CONSTITUCIONALISTA,9230,1332.155159,19.3804443,-99.05441796,Iztapalapa,CDMX,1,0,250.0
989,24,"EJTO CONSTITUCIONALISTA, SUPERMANZANA I ( U HAB)",9230,1309.46,19.3870737,-99.04907489,Iztapalapa,CDMX,4,0,237.5
990,25,ERMITA ZARAGOZA (U HAB) II,9230,1880.56,19.36748378,-98.99687956,Iztapalapa,CDMX,0,0,
991,26,GUELATAO DE JUAREZ I (U HAB),9230,1838.84,19.38660336,-99.04263572,Iztapalapa,CDMX,2,0,323.5
992,27,IGNACIO ZARAGOZA (U HAB),9230,1393.786018,19.38512483,-99.04032271,Iztapalapa,CDMX,3,0,382.3333333333333
993,28,JOSE MA MORELOS Y PAVON (U HAB),9230,1290.96,19.3737154,-99.02713857,Iztapalapa,CDMX,6,0,572.1666666666666
994,29,JUAN ESCUTIA III,9230,1835.013661,19.38683137,-99.03240332,Iztapalapa,CDMX,3,0,265.3333333333333
995,30,LA JOYA,9230,1290.96,19.37283089,-99.03134182,Iztapalapa,CDMX,8,0,492.75
996,31,PARAISO (AMPL),9230,1290.96,19.37751254,-99.0325134,Iztapalapa,CDMX,7,0,344.42857142857144
997,32,PEON VIEJO (U HAB),9230,1290.96,19.37603381,-99.02952835,Iztapalapa,CDMX,5,0,640.6
998,33,EJERCITO DE ORIENTE (U HAB) I,9239,2277.83839,19.36931211,-99.02597584,Iztapalapa,CDMX,4,0,673.5
999,34,EJERCITO DE ORIENTE (U HAB) II,9239,2300.6,19.36846042,-99.0301722,Iztapalapa,CDMX,4,0,235.25
1000,35,ALBARRADAS (U HAB),9240,2598.35,19.35670999,-99.06197745,Iztapalapa,CDMX,9,0,832.8888888888889
1001,36,LAS AMERICAS (U HAB),9240,2598.35,19.35673216,-99.06367948,Iztapalapa,CDMX,9,0,766.2222222222222
1002,37,LA REGADERA,9260,2559.551569,19.35303224,-99.0636712,Iztapalapa,CDMX,5,0,943.8
1003,38,VICENTE GUERRERO SUPER MANZANA 5 (U HAB),9280,1702.71,19.3542944,-99.05149375,Iztapalapa,CDMX,2,0,947.5
1004,39,PREDIO SANTA CRUZ MEYEHUALCO,9290,1087.8,19.35174164,-99.04829801,Iztapalapa,CDMX,2,0,947.5
1005,40,NORMA ISSSTE (U HAB),9300,2308.67,19.36380411,-99.07687349,Iztapalapa,CDMX,4,0,699.75
1006,41,LA COLMENA,9310,2053.05024,19.36876104,-99.00177725,Iztapalapa,CDMX,1,0,240.0
1007,42,CUCHILLAS DEL MORAL (U HAB),9319,2804.676294,19.3846596,-99.07065712,Iztapalapa,CDMX,6,0,968.0
1008,43,M MAZA DE JUAREZ (U HAB),9330,2271.425489,19.36983956,-99.06977001,Iztapalapa,CDMX,1,0,30004.0
1009,44,LEYES DE REFORMA 2A SECCION,9340,1562.149689,19.36898464,-99.067533,Iztapalapa,CDMX,1,0,30004.0
1010,45,ERMITA ZARAGOZA (U HAB) I,9360,1891.709461,19.36314788,-98.9978889,Iztapalapa,CDMX,1,0,1502.0
1011,46,PRIVADA GAVILAN (U HAB),9369,2308.67,19.35959926,-99.07646557,Iztapalapa,CDMX,6,0,799.8333333333334
1012,47,SIDERAL,9370,2005.48,19.37356678,-99.06565409,Iztapalapa,CDMX,0,0,
1013,48,LA ASUNCION (BARR),9400,2286.102713,19.36349131,-99.09186872,Iztapalapa,CDMX,2,0,1025.0
1014,49,JARDINES DE CHURUBUSCO,9420,2443.916358,19.37501689,-99.10649216,Iztapalapa,CDMX,7,0,1751.4285714285713
1015,50,LA NUEVA ROSITA,9420,2455.34,19.37751753,-99.10594011,Iztapalapa,CDMX,5,2,710.8
1016,51,PURISIMA ATLAZOLPA,9429,2455.34,19.37997736,-99.10816777,Iztapalapa,CDMX,6,0,1052.3333333333333
1017,52,EL TRIUNFO,9430,2718.98,19.37754308,-99.12018879,Iztapalapa,CDMX,12,0,483.4166666666667
1018,53,LOS PICOS VI B,9430,1955.51,19.37973415,-99.10471481,Iztapalapa,CDMX,3,2,853.0
1019,54,MAGDALENA ATLAZOLPA (PBLO),9430,2699.161365,19.37574294,-99.11158954,Iztapalapa,CDMX,9,0,1484.3333333333333
1020,55,EL RETOO,9440,2975.641236,19.37185897,-99.12535251,Iztapalapa,CDMX,21,1,487.0
1021,56,BANJIDAL,9470,2722.10575,19.36266597,-99.13719605,Iztapalapa,CDMX,68,0,579.8970588235294
1022,57,JUSTO SIERRA,9470,2689.955952,19.36240918,-99.13482796,Iztapalapa,CDMX,49,0,610.5714285714286
1023,58,MODELO (U),9470,3126.917294,19.36388119,-99.12515795,Iztapalapa,CDMX,25,0,475.84
1024,59,SINATEL,9479,2745.306639,19.36121944,-99.13249221,Iztapalapa,CDMX,37,0,661.6216216216217
1025,60,SINATEL (AMPL),9479,2662.33,19.36561776,-99.13012622,Iztapalapa,CDMX,30,0,651.4333333333333
1026,61,XOPA (U HAB),9480,2662.33,19.36029545,-99.124986,Iztapalapa,CDMX,23,0,543.0869565217391
1027,62,ZACAHUITZCO,9490,3002.2,19.37405563,-99.13427085,Iztapalapa,CDMX,62,0,552.3709677419355
1028,63,ART 4TO CONSTITUCIONAL (U HAB),9500,1290.96,19.36784496,-99.0340998,Iztapalapa,CDMX,3,0,246.33333333333334
1029,64,FUENTES DE ZARAGOZA (U HAB),9510,1199.91,19.36933539,-99.00727076,Iztapalapa,CDMX,1,0,240.0
1030,65,PARAISO,9510,1319.888249,19.37631147,-99.03281796,Iztapalapa,CDMX,6,0,333.0
1031,66,EL EDEN,9530,1087.8,19.36461133,-99.01433168,Iztapalapa,CDMX,1,0,400.0
1032,67,LA JOYITA,9530,1199.91,19.37585486,-99.02639064,Iztapalapa,CDMX,5,0,640.6
1033,68,SOLIDARIDAD EL SALADO (U HAB),9540,1199.91,19.37287018,-99.00696757,Iztapalapa,CDMX,1,0,240.0
1034,69,SAN ANDRES TETEPILCO (PBLO),9550,3002.2,19.37228459,-99.13088006,Iztapalapa,CDMX,25,0,482.32
1035,70,GAVILAN (U HAB),9560,2308.67,19.35847876,-99.07505653,Iztapalapa,CDMX,6,0,831.5
1036,71,MONTE ALBAN,9570,1087.8,19.3544605,-99.02047137,Iztapalapa,CDMX,1,0,500.0
1037,72,SAN SEBASTIAN TECOLOXTITLAN (PBLO),9570,1087.8,19.36170031,-99.01583859,Iztapalapa,CDMX,1,0,400.0
1038,73,SANTA MARTHA ACATITLA SUR (AMPL),9570,1256.98,19.36421451,-99.02138434,Iztapalapa,CDMX,0,0,
1039,74,CAROLOS PACHECO (U HAB),9578,1290.96,19.36401188,-99.02996526,Iztapalapa,CDMX,1,0,230.0
1040,75,EJERCITO DE AGUA PRIETA,9578,1290.96,19.36804511,-99.03710422,Iztapalapa,CDMX,4,0,684.75
1041,76,STA MARTHA ACATITLA NTE (AMPL) II,9590,1278.691775,19.37569319,-99.01328781,Iztapalapa,CDMX,0,0,
1042,77,PURISIMA I,9600,1727.15,19.36486212,-99.0538809,Iztapalapa,CDMX,7,0,504.42857142857144
1043,78,SANTA MARTHA ACATITLA_(PBLO),9638,1516.417275,19.36025376,-99.00688767,Iztapalapa,CDMX,1,0,400.0
1044,79,EJTO DE OTE II (U HAB),9640,1585.284673,19.38147433,-99.0350975,Iztapalapa,CDMX,5,0,397.4
1045,80,SANTA MARTHA ACATITLA,9651,1297.536407,19.37074731,-99.01946656,Iztapalapa,CDMX,2,0,1107.0
1046,81,PARAJE ZACATEPEC,9660,1112.814496,19.3553461,-99.01820123,Iztapalapa,CDMX,2,0,355.0
1047,82,SAN MIGUEL (BARR),9660,2448.576891,19.35613764,-99.07865812,Iztapalapa,CDMX,6,0,833.1666666666666
1048,83,XALPA III,9670,965.959515,19.33866652,-99.0178169,Iztapalapa,CDMX,0,0,
1049,84,BARRANCAS DE GUADALUPE,9689,201.73,19.32732982,-99.02295952,Iztapalapa,CDMX,0,0,
1050,85,TENORIOS (AMPL),9690,715.9725703,19.32732356,-99.02022827,Iztapalapa,CDMX,0,0,
1051,86,MIRAVALLE,9696,470.4192222,19.33594356,-98.99784993,Iztapalapa,CDMX,0,0,
1052,87,"SAN PABLO I, II Y V-LOMAS DEL PARAISO",9696,362.3551688,19.33363656,-99.00530461,Iztapalapa,CDMX,0,0,
1053,88,2A AMPLIACION SANTIAGO ACAHUALTEPEC I,9698,1090.010329,19.3485045,-99.01403314,Iztapalapa,CDMX,3,0,503.3333333333333
1054,89,2A AMPLIACION SANTIAGO ACAHUALTEPEC II,9698,1050.811697,19.34601201,-99.00875471,Iztapalapa,CDMX,3,0,576.6666666666666
1055,90,EMILIANO ZAPATA (AMPL),9699,654.2590195,19.33913137,-98.97889839,Iztapalapa,CDMX,2,0,304.5
1056,91,SAN MIGUEL TEOTONGO I,9699,786.94,19.35101741,-98.99166199,Iztapalapa,CDMX,0,0,
1057,92,SAN MIGUEL TEOTONGO IV,9699,778.9285879,19.33717638,-98.98852996,Iztapalapa,CDMX,0,0,
1058,93,CONSTITUCION DE 1917 II,9700,2529.258392,19.34892079,-99.05774399,Iztapalapa,CDMX,2,0,562.0
1059,94,FUERTE DE LORETO - LA ANTENA (U HAB),9700,1290.96,19.36555164,-99.03197506,Iztapalapa,CDMX,1,0,230.0
1060,95,LEYES DE REFORMA 1A SECCION,9700,1855.99,19.35994122,-99.07008394,Iztapalapa,CDMX,5,0,787.8
1061,96,LEYES DE REFORMA 3A SECCION I,9700,1985.326771,19.38061037,-99.06860709,Iztapalapa,CDMX,3,0,449.3333333333333
1062,97,SAN IGNACIO (BARR),9700,2283.45,19.36453715,-99.09639494,Iztapalapa,CDMX,1,0,1800.0
1063,98,SANTA BARBARA (BARR) II,9700,2283.45,19.365525,-99.101207,Iztapalapa,CDMX,6,0,609.0
1064,99,SANTA MARIA AZTAHUACAN (EJ) I,9700,992.3519542,19.359215,-99.03273407,Iztapalapa,CDMX,0,0,
1065,100,VICENTE GUERRERO SUPER MANZANA 4 (U HAB),9700,1702.71,19.36021749,-99.05145907,Iztapalapa,CDMX,3,0,441.6666666666667
1066,101,VICENTE GUERRERO SUPER MANZANA 6 (U HAB),9700,1702.71,19.35511239,-99.05657988,Iztapalapa,CDMX,6,0,541.8333333333334
1067,102,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),9700,1702.71,19.35643674,-99.06009036,Iztapalapa,CDMX,7,0,529.4285714285714
1068,103,DEGOLLADO,9704,422.5714764,19.31942783,-99.0427188,Iztapalapa,CDMX,12,0,503.8333333333333
1069,104,DEGOLLADO CHICO,9705,201.73,19.31830273,-99.03839767,Iztapalapa,CDMX,2,0,1709.5
1070,105,PREDIO DEGOLLADO,9705,213.1053995,19.31779548,-99.04023644,Iztapalapa,CDMX,10,0,528.8
1071,106,PARAJES BUENAVISTA (TETECON),9706,735.2566667,19.3234803,-99.02887485,Iztapalapa,CDMX,0,0,
1072,107,SAN JOSE BUENAVISTA,9709,409.0068069,19.32402064,-99.03349459,Iztapalapa,CDMX,0,0,
1073,108,VICENTE GUERRERO SUPER MANZANA 2 (U HAB),9710,1702.71,19.36150289,-99.05950574,Iztapalapa,CDMX,7,0,529.4285714285714
1074,109,PALMITAS,9730,1108.55,19.33508451,-99.02645376,Iztapalapa,CDMX,5,0,401.2
1075,110,PASEOS DE CHURUBUSCO,9730,3555.687332,19.38568612,-99.08636123,Iztapalapa,CDMX,12,0,663.5
1076,111,REFORMA POLITICA I,9730,1253.011284,19.33723298,-99.02909319,Iztapalapa,CDMX,5,0,401.2
1077,112,SANTA MARIA AZTAHUACAN (U HAB),9730,3041.907143,19.34209517,-99.02712711,Iztapalapa,CDMX,5,0,403.2
1078,113,SANTIAGO ACAHUALTEPEC (PBLO),9730,1176.190639,19.35320464,-99.00334592,Iztapalapa,CDMX,1,0,800.0
1079,114,SIERRA DEL VALLE,9730,1468.10878,19.34273081,-99.03074053,Iztapalapa,CDMX,6,0,390.1666666666667
1080,115,LOMAS DE ZARAGOZA,9740,818.063493,19.35279259,-98.99773086,Iztapalapa,CDMX,0,0,
1081,116,STA MARTHA ACATITLA NTE (AMPL) I,9740,1280.557868,19.38026792,-99.02009163,Iztapalapa,CDMX,2,0,1242.5
1082,117,XALPA II,9740,996.0582318,19.34318535,-99.01400207,Iztapalapa,CDMX,1,0,720.0
1083,118,CARLOS HANK GONZALEZ,9750,1081.183429,19.33156075,-99.04737987,Iztapalapa,CDMX,4,0,207.75
1084,119,DESARROLLO URBANO QUETZALCOATL  III,9750,978.8129928,19.32281525,-99.04021996,Iztapalapa,CDMX,12,0,503.8333333333333
1085,120,LA MAGUEYERA,9750,602.5510932,19.3207928,-99.04416322,Iztapalapa,CDMX,12,0,503.8333333333333
1086,121,REFORMA POLITICA II,9750,1282.098655,19.33881996,-99.03251704,Iztapalapa,CDMX,9,0,1453.0
1087,122,SANTA MARIA AZTAHUACAN (EJ) II,9750,1068.743799,19.3498218,-99.03271489,Iztapalapa,CDMX,4,0,270.0
1088,123,BUENAVISTA II,9760,928.538556,19.32685116,-99.02990997,Iztapalapa,CDMX,1,0,300.0
1089,124,DESARROLLO URBANO QUETZALCOATL  I,9760,1190.660134,19.33235637,-99.03942769,Iztapalapa,CDMX,3,0,3467.0
1090,125,BUENAVISTA I,9770,1002.291098,19.33089362,-99.03040779,Iztapalapa,CDMX,2,0,250.0
1091,126,EL TRIANGULO,9790,1655.318536,19.32222611,-99.05161353,Iztapalapa,CDMX,14,0,467.57142857142856
1092,127,RENOVACION,9790,1362.377675,19.36844771,-99.04944272,Iztapalapa,CDMX,2,0,212.5
1093,128,EL SIFON,9800,3020.010081,19.37181228,-99.11759723,Iztapalapa,CDMX,14,1,450.2142857142857
1094,129,VALLE DE LUCES II,9800,1460.53,19.33947621,-99.10404384,Iztapalapa,CDMX,7,0,864.5714285714286
1095,130,ACULCO (PBLO),9810,2322.65,19.37323137,-99.10517394,Iztapalapa,CDMX,9,0,1519.3333333333333
1096,131,APATLACO,9810,2718.98,19.38017724,-99.11569384,Iztapalapa,CDMX,5,0,882.0
1097,132,GRANJAS ESMERALDA,9810,2198.251285,19.35402972,-99.11859193,Iztapalapa,CDMX,18,0,465.1111111111111
1098,133,GRANJAS SAN ANTONIO,9810,2248.284709,19.36416045,-99.10749557,Iztapalapa,CDMX,13,0,1119.076923076923
1099,134,MEXICALTZINGO (PBLO),9810,2357.18649,19.35827013,-99.11992163,Iztapalapa,CDMX,12,0,499.1666666666667
